,name,full_name,birth_date,age,height_cm,weight_kgs,body_mass_index,positions,primary_position,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,setpiece_stats,attacking_stats,skill_stats,movement_stats,power_stats,mentality_stats,defending_stats
15005,O. Zahustel,Ondřej Zahustel,06/18/91,27,187.96,77.1,21.82,"RB,RM",RB,Czech Republic,71,72,2200000.0,1000.0,Right,1,2,3,Normal,5000000.0,60.0,63.6,59.2,72.8,70.0,63.5,64.33
15006,João Bardinho,João Rodolfo Bardinho Barros,02/29/84,35,152.4,71.2,30.66,"LB,RB",LB,Brazil,71,71,675000.0,13000.0,Left,1,4,3,Lean,1300000.0,70.0,64.0,72.8,76.8,61.4,62.33,70.0
15007,W. Endo,遠藤 航,02/09/93,26,152.4,74.8,32.21,"CDM,CB,CM",CDM,Japan,71,74,2500000.0,7000.0,Right,1,4,3,Normal,3900000.0,59.5,56.8,60.2,67.2,71.0,62.67,68.33
15008,Pedro López,Pedro López Muñoz,11/01/83,35,175.26,72.1,23.47,RB,RB,Spain,71,71,675000.0,13000.0,Right,1,3,3,Normal,1400000.0,66.75,60.8,65.6,69.4,65.8,65.5,71.67
15009,R. Philippoteaux,Romain Philippoteaux,03/02/88,31,170.18,67.1,23.17,LM,LM,France,71,71,2200000.0,6000.0,Right,1,3,3,Normal,3900000.0,58.5,61.2,62.8,78.2,61.0,60.33,37.0
15010,R. Himmelmann,Robin Himmelmann,02/05/89,30,187.96,79.8,22.59,GK,GK,Germany,71,71,1600000.0,9000.0,Right,1,2,1,Normal,2600000.0,17.5,15.0,20.0,45.4,37.4,27.17,16.67
15011,R. Gestede,Rudy Gestede,10/10/88,30,193.04,86.2,23.13,ST,ST,Benin,71,71,2400000.0,36000.0,Right,1,3,3,Normal,4500000.0,51.0,63.0,59.0,57.6,75.0,57.17,29.0
15012,M. Kramer,Michiel Kramer,12/03/88,30,195.58,79.8,20.86,ST,ST,Netherlands,71,71,2400000.0,14000.0,Right,1,3,2,Lean,3600000.0,53.0,66.4,50.0,60.0,68.4,56.0,32.0
15013,L. Vitale,Luigi Vitale,10/05/87,31,154.94,71.2,29.66,"LM,LB",LM,Italy,71,71,2200000.0,4000.0,Left,1,2,3,Lean,3600000.0,70.75,64.8,68.6,77.2,76.0,63.83,63.67
15014,R. Benzar,Romario Benzar,03/26/92,26,154.94,71.2,29.66,RB,RB,Romania,71,74,700000.0,3000.0,Right,1,2,2,Normal,0.0,60.5,58.6,59.6,71.8,62.0,63.17,69.33
15015,R. Matarrita,Ronald Alberto Matarrita Ulate,07/09/94,24,175.26,69.9,22.76,"LB,LM",LB,Costa Rica,71,78,2800000.0,5000.0,Left,1,2,3,Normal,4800000.0,61.75,52.2,63.2,76.0,67.2,64.33,68.67
15016,R. Carrera,Ramiro Ángel Carrera,01/10/92,27,182.88,72.1,21.56,"RM,RW",RM,Argentina,71,71,2500000.0,8000.0,Right,1,4,3,Stocky,3800000.0,61.0,60.2,62.0,73.4,74.2,60.17,40.33
15017,Heitor Gesse,Heitor Edvaldo Barreto Gesser,02/29/84,35,152.4,68.9,29.67,LB,LB,Brazil,71,71,675000.0,16000.0,Left,1,2,2,Lean,1300000.0,63.25,60.8,62.2,72.6,61.6,65.33,69.67
15018,Léo Jardim,Leonardo Cesar Jardim,03/20/95,23,187.96,73.9,20.92,GK,GK,Brazil,71,80,2800000.0,4000.0,Right,1,2,1,Normal,6400000.0,18.25,16.2,19.0,48.8,37.6,29.17,13.67
15019,G. Kvilitaia,Giorgi Kvilitaia,10/01/93,25,193.04,82.1,22.03,ST,ST,Georgia,71,75,3100000.0,13000.0,Right,1,4,3,Normal,4900000.0,57.5,62.2,58.8,70.8,69.4,58.33,36.33
15020,R. Strieder,Rico Strieder,07/06/92,26,175.26,68.0,22.14,CDM,CDM,Germany,71,73,2400000.0,11000.0,Right,1,3,2,Normal,3800000.0,60.25,52.8,62.6,65.6,60.4,62.0,68.67
15021,W. Routledge,Wayne Routledge,01/07/85,34,170.18,77.1,26.62,"RM,RW,LM",RM,England,71,71,1400000.0,18000.0,Right,2,2,3,Normal,2700000.0,65.75,62.2,60.6,74.8,62.4,57.5,42.0
15022,J. Hayes,Jonny Hayes,07/09/87,31,172.72,73.0,24.47,"LM,RM",LM,Republic of Ireland,71,71,2200000.0,31000.0,Left,1,4,3,Lean,4000000.0,60.75,56.8,65.6,82.8,71.8,57.83,51.0
15023,M. Targett,Matt Targett,09/18/95,23,182.88,69.9,20.9,"LB,LWB",LB,England,71,80,3100000.0,22000.0,Left,1,2,3,Normal,6500000.0,67.75,55.6,68.0,69.0,57.0,61.0,71.0
15024,Rodolfo,Rodolfo Almeida Guimarães,05/03/93,25,170.18,66.2,22.86,"CAM,LW",CAM,Brazil,71,73,2900000.0,9000.0,Left,1,2,3,Lean,5000000.0,62.5,56.8,68.2,76.6,62.6,57.33,37.33
15025,I. Sacko,Ihsan Sacko,07/19/97,21,182.88,69.9,20.9,"ST,LW,RW",ST,France,71,78,3400000.0,16000.0,Right,1,3,3,Lean,7200000.0,59.75,66.0,60.4,75.2,65.0,60.0,38.33
15026,Y. Suzuki,鈴木 優磨,04/26/96,22,182.88,74.8,22.37,"ST,LM,RM",ST,Japan,71,80,3700000.0,8000.0,Right,1,3,3,Lean,5400000.0,61.25,71.0,57.2,68.6,74.2,59.17,37.67
15027,M. Nyatama,Musa Nyatama,08/15/87,31,175.26,81.2,26.44,"CAM,CM,RW",CAM,South Africa,71,71,2200000.0,1000.0,Right,1,4,3,Normal,4800000.0,60.0,66.6,63.8,65.2,65.8,55.17,48.0
15028,J. Grimm,Jérémy Grimm,03/27/87,31,154.94,68.9,28.7,"CDM,CM",CDM,France,71,71,1600000.0,11000.0,Right,1,3,2,Lean,3200000.0,48.25,52.2,54.4,60.2,74.0,56.83,72.33
15029,C. Puggioni,Christian Puggioni,01/17/81,38,187.96,81.2,22.98,GK,GK,Italy,71,71,160000.0,2000.0,Right,1,2,1,Normal,256000.0,17.75,19.4,20.2,50.4,41.6,28.67,16.33
15030,A. Sagal,Ángelo Nicolás Sagal Tapia,04/18/93,25,154.94,77.1,32.12,"ST,LM",ST,Chile,71,76,3200000.0,19000.0,Left,1,3,3,Normal,5600000.0,62.5,65.8,56.6,70.4,71.6,63.67,51.0
15031,X. Mercier,Xavier Mercier,07/25/89,29,175.26,71.2,23.18,"CAM,RM,CM",CAM,France,71,71,2400000.0,10000.0,Right,1,2,3,Normal,3600000.0,64.75,59.6,68.4,77.4,66.2,60.33,39.33
15032,Babanco,Elvis Manuel Monteiro Macedo,07/27/85,33,152.4,69.9,30.1,"CM,CDM",CM,Cape Verde,71,71,1800000.0,8000.0,Left,1,3,3,Normal,3800000.0,63.75,57.8,70.6,70.6,73.4,64.83,68.67
15033,K. Tsimikas,Konstantinos Tsimikas,05/12/96,22,175.26,68.0,22.14,"LB,LWB",LB,Greece,71,78,2800000.0,1000.0,Left,1,3,3,Lean,6400000.0,65.5,56.0,68.4,78.4,69.4,65.17,68.67
15034,A. Cole,Ashley Cole,12/20/80,38,175.26,66.2,21.55,LB,LB,England,71,71,270000.0,17000.0,Left,3,2,3,Normal,513000.0,67.75,60.4,65.4,69.8,63.8,69.0,69.33
15035,Eugeni,Eugeni Valderrama Domènech,07/19/94,24,182.88,74.8,22.37,"CAM,LM",CAM,Spain,71,78,3300000.0,13000.0,Right,1,3,4,Normal,0.0,72.0,66.4,73.2,64.4,66.2,64.83,54.33
15036,D. Kolovetsios,Dimitrios Kolovetsios,10/16/91,27,182.88,77.1,23.05,CB,CB,Greece,71,74,2500000.0,1000.0,Left,1,3,2,Normal,5600000.0,40.5,44.2,44.0,64.2,57.8,57.17,72.67
15037,G. Pezzella,Giuseppe Pezzella,11/29/97,21,187.96,84.8,24.0,"LB,LM",LB,Italy,71,83,3700000.0,11000.0,Left,1,4,3,Normal,0.0,58.25,58.8,59.2,71.4,65.8,59.33,67.67
15038,B. Davies,Ben Davies,08/11/95,23,185.42,73.9,21.49,CB,CB,England,71,79,3000000.0,8000.0,Left,1,3,2,Lean,6300000.0,54.0,54.6,53.2,66.4,60.2,52.5,71.33
15039,S. Memišević,Samir Memišević,08/13/93,25,185.42,77.1,22.43,"CB,CDM",CB,Bosnia Herzegovina,71,74,2500000.0,5000.0,Right,1,3,2,Normal,4000000.0,49.25,45.0,45.4,55.4,64.6,56.67,66.0
15040,I. Bangoura,Ismaël Bangoura,01/02/85,34,175.26,73.0,23.77,"ST,CAM",ST,Guinea,71,71,1500000.0,15000.0,Right,2,3,3,Normal,0.0,57.25,65.2,58.2,67.0,70.2,59.83,28.67
15041,T. Barkhuizen,Tom Barkhuizen,07/04/93,25,175.26,69.9,22.76,"RM,LM",RM,England,71,74,3000000.0,9000.0,Right,1,3,3,Lean,5900000.0,58.25,58.2,57.6,81.0,72.4,55.17,35.33
15042,J. Paterson,Jamie Paterson,12/20/91,27,175.26,67.1,21.85,"LM,CAM,RM",LM,England,71,71,2500000.0,26000.0,Right,1,4,3,Lean,4800000.0,66.0,63.6,67.6,78.4,63.2,54.5,28.33
15043,I. Pettersson,Isak Pettersson,06/06/97,21,154.94,79.8,33.24,GK,GK,Sweden,71,78,2500000.0,2000.0,Left,1,3,1,Normal,3600000.0,25.0,18.4,22.6,37.8,34.8,26.83,13.67
15044,R. Gauld,Ryan Gauld,12/16/95,23,170.18,60.8,20.99,"CAM,CM,LM",CAM,Scotland,71,79,3500000.0,7000.0,Left,1,4,4,Lean,0.0,65.5,61.4,70.4,82.4,54.2,59.0,31.67
15045,S. Silva,Santiago Martín Silva Olivera,12/09/80,38,185.42,79.8,23.21,ST,ST,Uruguay,71,71,850000.0,8000.0,Right,1,3,3,Normal,1300000.0,62.0,66.2,62.2,51.4,70.4,68.83,38.67
15046,R. Ripart,Renaud Ripart,03/14/93,25,154.94,73.0,30.41,"LM,ST,RB",LM,France,71,73,2900000.0,12000.0,Right,1,3,3,Normal,6000000.0,65.75,67.8,64.6,69.8,71.0,59.0,40.67
15047,F. Chalov,Fedor Chalov,04/10/98,20,154.94,77.1,32.12,ST,ST,Russia,71,83,4300000.0,1000.0,Right,1,4,3,Normal,10300000.0,47.25,60.2,53.0,75.0,65.6,57.17,24.0
15048,R. Bauer,Robert Bauer,04/09/95,23,182.88,78.9,23.59,"RB,CB,LB",RB,Germany,71,75,2600000.0,13000.0,Right,1,2,2,Normal,0.0,56.0,57.8,59.4,69.4,69.0,63.17,70.0
15049,S. Grippo,Simone Damiano Grippo,12/12/88,30,187.96,79.8,22.59,CB,CB,Switzerland,71,71,1800000.0,7000.0,Right,1,3,2,Lean,2900000.0,56.0,59.4,56.6,57.0,75.0,64.0,64.33
15050,Jaime Romero,Jaime Romero Gómez,07/31/90,28,175.26,77.1,25.1,"RM,LM,ST",RM,Spain,71,71,2500000.0,7000.0,Left,1,2,3,Normal,3800000.0,62.25,62.4,65.8,76.2,68.0,59.0,36.67
15051,G. Bellusci,Giuseppe Bellusci,08/21/89,29,182.88,79.8,23.86,CB,CB,Italy,71,71,1900000.0,3000.0,Right,1,3,2,Normal,3100000.0,46.75,46.4,57.6,61.0,65.8,58.5,72.0
15052,O. Hawsawi,Omar Ibrahim Omar Othman Hawsawi,09/27/85,33,185.42,76.2,22.16,CB,CB,Saudi Arabia,71,71,1400000.0,21000.0,Right,1,3,2,Lean,2300000.0,35.0,40.6,38.6,65.6,62.4,54.33,67.0
15053,Go Yo Han,고요한 高约翰,03/10/88,30,170.18,64.9,22.41,"RM,LM,CM",RM,Korea Republic,71,71,2200000.0,6000.0,Right,1,3,3,Normal,2800000.0,59.0,62.0,62.8,77.6,72.8,64.17,61.0
15054,J. Price,Jack Price,12/19/92,26,170.18,68.9,23.79,"CDM,CM",CDM,England,71,74,2500000.0,5000.0,Right,1,3,2,Normal,3900000.0,63.5,51.4,64.8,67.8,66.0,65.17,63.67
15055,T. Barnetta,Tranquillo Barnetta,05/22/85,33,152.4,69.9,30.1,"CAM,CM,RW",CAM,Switzerland,71,71,1400000.0,10000.0,Right,2,4,3,Normal,2100000.0,73.0,64.4,71.2,66.2,63.2,65.33,52.67
15056,A. Luci,Andrea Luci,03/30/85,33,172.72,68.0,22.79,CM,CM,Italy,71,71,1400000.0,3000.0,Right,1,4,3,Normal,2200000.0,67.5,57.8,70.4,74.0,68.4,67.67,63.67
15057,Lyanco,Lyanco Neves Vojnovic,02/01/97,22,187.96,74.8,21.17,CB,CB,Brazil,71,80,3200000.0,16000.0,Right,1,3,2,Normal,0.0,41.75,47.6,42.8,56.4,54.0,53.17,71.33
15058,J. Ruddy,John Ruddy,10/24/86,32,193.04,97.1,26.06,GK,GK,England,71,71,1400000.0,28000.0,Right,2,3,1,Stocky,2700000.0,17.0,13.8,16.8,39.6,42.8,28.5,11.0
15059,Naranjo,José Manuel García Naranjo,07/28/94,24,185.42,79.8,23.21,"LM,ST",LM,Spain,71,77,3200000.0,6000.0,Right,1,4,4,Lean,5800000.0,65.5,64.8,68.8,71.2,66.2,54.33,19.33
15060,Luis García,Luis García Fernández,02/06/81,38,152.4,64.9,27.94,"CM,CAM,CDM",CM,Spain,71,71,750000.0,6000.0,Right,1,4,3,Lean,1100000.0,73.25,67.4,73.8,61.0,64.8,73.5,51.0
15061,K. Beckerman,Kyle Beckerman,04/23/82,36,152.4,69.9,30.1,"CDM,CM",CDM,United States,71,71,325000.0,4000.0,Right,1,3,2,Normal,488000.0,61.0,57.8,64.0,54.8,70.0,67.5,69.33
15062,M. Pavone,Hugo Mariano Pavone,05/27/82,36,152.4,83.9,36.12,ST,ST,Argentina,71,71,850000.0,9000.0,Right,2,3,2,Normal,1300000.0,56.5,66.2,58.6,59.8,80.8,63.5,26.0
15063,Wellington Nem,Wellington Silva Sanches Aguiar,02/06/92,27,165.1,68.9,25.28,"CAM,ST",CAM,Brazil,71,72,2800000.0,1000.0,Left,1,3,3,Stocky,6100000.0,62.75,62.4,67.6,77.2,62.0,55.17,33.0
15064,Serginho,Sérgio Antônio Borges Júnior,08/04/86,32,152.4,69.9,30.1,"CDM,CM",CDM,Brazil,71,71,1600000.0,11000.0,Right,1,3,3,Lean,3200000.0,60.0,59.0,62.4,67.6,72.0,68.33,69.0
15065,L. Albertengo,Lucas Albertengo,01/30/91,28,187.96,74.8,21.17,ST,ST,Argentina,71,71,2500000.0,14000.0,Right,1,3,3,Lean,0.0,63.75,68.8,59.4,69.4,69.4,61.33,21.33
15066,M. Makuszewski,Maciej Makuszewski,09/29/89,29,175.26,69.9,22.76,RM,RM,Poland,71,71,2400000.0,7000.0,Right,1,3,3,Normal,3200000.0,60.25,60.0,61.4,82.8,72.0,62.0,46.0
15067,A. Nahuelpan,Ariel Gerardo Nahuelpán Osten,10/15/87,31,190.5,92.1,25.38,ST,ST,Argentina,71,71,2300000.0,15000.0,Left,1,3,3,Normal,3900000.0,57.5,65.2,59.6,50.4,73.0,65.67,32.67
15068,M. Thorsby,Morten Thorsby,05/05/96,22,185.42,72.1,20.97,"CM,CAM",CM,Norway,71,77,3200000.0,6000.0,Right,1,3,2,Normal,5400000.0,57.5,63.6,60.8,68.0,74.4,67.0,64.67
15069,T. Knipping,Tim Knipping,11/24/92,26,187.96,82.1,23.24,CB,CB,Germany,71,74,2500000.0,5000.0,Left,1,3,2,Normal,4200000.0,36.5,43.2,42.0,56.0,61.6,49.83,71.67
15070,J. Paintsil,Joseph Paintsil,02/01/98,21,167.64,68.0,24.2,"LW,RW,CAM",LW,Ghana,71,80,3700000.0,9000.0,Right,1,3,3,Lean,6300000.0,56.5,55.4,61.2,84.0,63.0,55.0,32.33
15071,E. Cecchini,Emanuel Cecchini,12/24/96,22,152.4,78.0,33.58,"CDM,CM",CDM,Argentina,71,80,3200000.0,5000.0,Right,1,2,3,Lean,0.0,55.75,59.0,60.4,69.2,69.0,58.5,71.0
15072,M. Morishige,森重 真人,05/21/87,31,182.88,76.2,22.78,CB,CB,Japan,71,71,1600000.0,7000.0,Right,1,3,2,Lean,2000000.0,63.0,59.4,64.0,60.6,68.0,63.17,70.0
15073,J. Correa,Jorge Correa,04/04/93,25,170.18,69.9,24.14,"CAM,RM,LM",CAM,Argentina,71,73,2900000.0,7000.0,Left,1,3,4,Stocky,6300000.0,62.0,61.8,68.4,75.8,66.4,57.67,21.33
15074,A. Cordaz,Alex Cordaz,01/01/83,36,187.96,83.0,23.49,GK,GK,Italy,71,71,550000.0,2000.0,Right,1,1,1,Normal,880000.0,13.75,12.0,16.0,36.2,26.4,26.0,10.67
15075,O. Deschacht,Olivier Deschacht,02/16/81,38,182.88,81.2,24.28,"CB,LB",CB,Belgium,71,71,325000.0,6000.0,Left,1,2,2,Lean,471000.0,50.5,52.4,47.4,56.0,60.4,61.33,71.0
15076,S. Gashi,Shkëlzen Taib Gashi,07/15/88,30,182.88,74.8,22.37,"ST,CAM,RM,LM",ST,Albania,71,71,2400000.0,7000.0,Left,1,3,3,Normal,3600000.0,70.5,70.4,71.6,69.6,72.8,67.17,50.33
15077,N. Fernández,Nicolás Fernández,02/08/96,23,165.1,66.2,24.29,"ST,LW",ST,Argentina,71,79,3500000.0,9000.0,Right,1,3,3,Normal,6000000.0,56.0,65.0,60.6,80.4,62.8,56.83,26.0
15078,S. Aydoğdu,Soner Aydoğdu,01/05/91,28,154.94,72.1,30.03,"CM,CDM,CAM",CM,Turkey,71,71,2400000.0,16000.0,Left,1,2,3,Lean,4600000.0,68.25,61.4,75.0,67.4,65.2,64.83,53.67
15079,Jordi Calavera,Jordi Calavera Espinach,08/02/95,23,182.88,73.9,22.1,RB,RB,Spain,71,77,2700000.0,11000.0,Right,1,3,3,Normal,6300000.0,61.25,56.0,62.6,75.8,73.0,60.33,66.0
15080,Sergio Herrera,Sergio Herrera Pirón,06/06/93,25,193.04,79.8,21.41,GK,GK,Spain,71,73,2000000.0,5000.0,Right,1,3,1,Lean,3400000.0,23.5,18.0,21.0,49.2,40.0,28.0,16.67
15081,R. Gagliolo,Riccardo Gagliolo,04/28/90,28,154.94,74.8,31.16,"CB,LB",CB,Italy,71,71,1900000.0,24000.0,Left,1,4,2,Normal,3500000.0,43.25,53.8,43.4,74.6,73.2,51.5,70.67
15082,R. Schüller,Rasmus Schüller,06/18/91,27,152.4,67.1,28.89,"CDM,CM,LM",CDM,Finland,71,73,2300000.0,5000.0,Left,1,3,3,Lean,3700000.0,51.25,52.0,55.0,64.0,63.0,62.83,70.33
15083,J. Murphy,Josh Murphy,02/24/95,24,172.72,67.1,22.49,"LM,ST",LM,England,71,76,3200000.0,24000.0,Right,1,4,3,Lean,6600000.0,61.0,58.4,64.0,77.8,59.8,51.83,23.67
15084,M. Pektemek,Mustafa Pektemek,08/11/88,30,182.88,72.1,21.56,"CF,ST",CF,Turkey,71,71,2400000.0,31000.0,Right,1,3,3,Lean,4500000.0,67.5,69.0,67.4,71.2,72.4,66.67,49.67
15085,O. Skúlason,Ólafur Ingi Skúlason,04/01/83,35,182.88,81.2,24.28,CDM,CDM,Iceland,71,71,700000.0,3000.0,Right,2,4,2,Stocky,0.0,57.75,60.0,58.8,63.8,75.2,68.33,67.67
15086,S. Šćepović,Stefan Šćepović,01/10/90,29,187.96,76.2,21.57,ST,ST,Serbia,71,71,2400000.0,8000.0,Right,1,2,2,Lean,3300000.0,54.25,64.2,58.8,61.2,69.6,57.0,30.67
15087,Z. Stieber,Zoltán Stieber,10/16/88,30,175.26,67.1,21.85,"RM,LM",RM,Hungary,71,71,2300000.0,6000.0,Left,2,3,3,Lean,3500000.0,67.25,64.0,69.0,72.8,64.6,57.67,35.67
15088,Allison Sireo,Allison Alan Sireo Milazar,02/29/88,31,193.04,84.8,22.76,CB,CB,Brazil,71,71,1800000.0,10000.0,Right,1,3,2,Lean,3300000.0,39.75,45.0,38.4,56.2,54.8,56.33,70.33
15089,Sivera,Antonio Sivera Salvá,08/11/96,22,182.88,74.8,22.37,GK,GK,Spain,71,78,2500000.0,7000.0,Right,1,3,1,Normal,5700000.0,28.5,19.8,24.2,56.0,42.6,30.0,13.33
15090,A. Trondsen,Anders Trondsen,03/30/95,23,182.88,78.0,23.32,CM,CM,Norway,71,80,3600000.0,5000.0,Left,1,3,3,Normal,5400000.0,67.25,61.4,68.6,75.6,71.8,66.67,65.0
15091,J. Botaka,Jordan Rolly Botaka,06/24/93,25,182.88,81.2,24.28,"RM,LM,RWB,RB",RM,DR Congo,71,73,2900000.0,8000.0,Right,1,3,5,Normal,4600000.0,63.25,62.0,65.4,77.0,71.2,63.5,54.33
15092,Cafú,Carlos Miguel Ribeiro Dias,02/26/93,26,182.88,83.9,25.09,"CDM,CM",CDM,Portugal,72,74,3200000.0,6000.0,Right,1,3,3,Stocky,0.0,61.75,66.2,62.0,65.4,78.0,69.67,64.67
15093,C. Mavinga,Chris Mavinga,05/26/91,27,185.42,78.0,22.69,"CB,LB",CB,DR Congo,72,73,2900000.0,6000.0,Left,1,3,3,Normal,4600000.0,51.75,54.6,54.0,68.6,63.0,57.5,70.67
15094,Vágner Corraldo,Vágner Joshua Corraldo Santoso,02/29/88,31,175.26,69.9,22.76,LB,LB,Brazil,72,72,2200000.0,10000.0,Left,1,3,3,Normal,4300000.0,58.75,60.0,60.8,76.2,70.4,63.83,70.33
15095,C. Menéndez,Cristian Menéndez,04/02/88,30,185.42,79.8,23.21,ST,ST,Argentina,72,72,3000000.0,8000.0,Right,1,3,3,Normal,5000000.0,57.25,63.4,57.4,62.8,72.6,66.67,27.67
15096,L. Immers,Lex Immers,06/08/86,32,187.96,78.0,22.08,CM,CM,Netherlands,72,72,2400000.0,8000.0,Right,1,2,2,Lean,3500000.0,61.5,72.0,57.8,52.2,78.6,72.83,62.67
15097,Elustondo,Gorka Elustondo Urkola,03/18/87,31,182.88,78.9,23.59,"CM,CB,CDM",CM,Spain,72,72,2700000.0,14000.0,Right,1,3,3,Normal,5900000.0,70.5,60.2,74.8,61.8,76.8,69.5,72.67
15098,Y. Cahuzac,Yannick Cahuzac,01/18/85,34,152.4,69.9,30.1,"CDM,CM",CDM,France,72,72,1300000.0,18000.0,Right,1,3,2,Lean,2500000.0,55.5,54.0,58.0,59.8,63.8,67.33,68.0
15099,L. Ariaudo,Lorenzo Ariaudo,06/11/89,29,185.42,78.9,22.95,CB,CB,Italy,72,72,2400000.0,12000.0,Left,1,3,2,Lean,4300000.0,42.0,43.8,48.6,58.6,60.0,53.83,72.33
15100,K. Molino,Kevin Molino,06/17/90,28,172.72,69.9,23.43,"CAM,RM,LM",CAM,Trinidad s Tobago,72,72,3100000.0,7000.0,Right,1,3,3,Lean,4700000.0,65.0,64.6,67.8,75.2,68.6,62.5,49.67
15101,M. Cauteruccio,Martín Cauteruccio,04/14/87,31,154.94,76.2,31.74,"ST,RM",ST,Uruguay,72,72,2800000.0,20000.0,Right,1,3,3,Normal,4700000.0,64.5,66.4,68.2,68.6,72.6,64.17,32.0
15102,S. Byram,Sam Byram,09/16/93,25,182.88,72.1,21.56,"RB,RM",RB,England,72,75,3300000.0,37000.0,Right,1,3,3,Lean,0.0,60.0,61.6,59.4,72.2,68.0,64.83,71.0
15103,Sergio Sánchez,Sergio Sánchez Ortega,04/03/86,32,185.42,78.0,22.69,"CB,RB",CB,Spain,72,72,1800000.0,7000.0,Right,1,2,2,Normal,2900000.0,50.75,59.6,47.2,62.2,62.2,64.5,71.67
15104,N. Domínguez,Nicolás Domínguez,06/28/98,20,152.4,73.0,31.43,"CM,CDM",CM,Argentina,72,84,5500000.0,8000.0,Right,1,4,3,Lean,9400000.0,54.75,65.2,60.0,72.0,73.2,64.67,70.0
15105,R. Elliot,Rob Elliot,04/30/86,32,190.5,93.9,25.87,GK,GK,Republic of Ireland,72,72,1800000.0,23000.0,Left,1,2,1,Normal,3400000.0,26.5,16.2,19.2,51.6,35.6,29.67,14.0
15106,T. Carroll,Tom Carroll,05/28/92,26,152.4,66.2,28.5,CM,CM,England,72,74,3700000.0,21000.0,Left,1,2,3,Lean,0.0,66.0,61.8,69.0,71.2,55.8,61.17,54.33
15107,L. Rosić,Lazar Rosić,06/29/93,25,190.5,82.1,22.62,CB,CB,Serbia,72,76,3400000.0,9000.0,Right,1,3,2,Lean,0.0,38.75,44.6,40.0,49.4,52.6,53.67,71.33
15108,D. Villalpando,Dieter Daniel Villalpando Pérez,08/04/91,27,172.72,67.1,22.49,"CM,CAM",CM,Mexico,72,73,3600000.0,26000.0,Right,1,4,3,Normal,6400000.0,66.75,63.2,71.6,72.0,71.8,65.5,49.0
15109,W. Ángel,Wilker José Ángel Romero,03/18/93,25,187.96,83.9,23.75,CB,CB,Venezuela,72,78,700000.0,3000.0,Right,1,3,2,Normal,0.0,38.0,41.4,40.4,52.6,61.2,51.67,69.33
15110,S. Martinsson Ngouali,Serge-Junior Martinsson Ngouali,01/23/92,27,175.26,74.8,24.35,CM,CM,Gabon,72,73,3600000.0,5000.0,Right,1,3,3,Stocky,4800000.0,58.0,59.2,64.4,76.6,71.6,68.33,65.33
15111,R. Woods,Ryan Woods,12/13/93,25,172.72,69.9,23.43,"CDM,CM",CDM,England,72,77,3500000.0,23000.0,Right,1,4,3,Lean,7000000.0,63.5,58.4,68.4,77.2,71.8,64.17,65.0
15112,Jorge Teixeira,Jorge Filipe Avelino Teixeira,08/27/86,32,187.96,88.9,25.16,CB,CB,Portugal,72,72,2100000.0,9000.0,Right,1,3,2,Normal,3100000.0,61.5,51.8,54.8,56.8,59.0,67.33,69.33
15113,M. Higashiguchi,東口 順昭,05/12/86,32,182.88,78.0,23.32,GK,GK,Japan,72,72,1800000.0,7000.0,Right,1,3,1,Normal,2200000.0,17.25,11.4,14.4,43.8,38.6,19.33,18.33
15114,A. Esiti,Anderson Esiti,05/24/94,24,182.88,88.0,26.31,"CDM,CM",CDM,Nigeria,72,77,3500000.0,12000.0,Right,1,3,2,Stocky,5600000.0,48.5,48.8,49.4,52.8,68.8,65.5,72.33
15115,Y. Mollo,Yohan Mollo,07/18/89,29,175.26,78.9,25.69,"LM,ST",LM,France,72,72,3100000.0,7000.0,Right,2,4,3,Normal,5500000.0,69.5,65.2,72.4,75.8,72.6,61.33,30.33
15116,M. Djenepo,Moussa Djenepo,06/15/98,20,152.4,64.9,27.94,"LM,RM,CAM",LM,Mali,72,83,5500000.0,9000.0,Right,1,3,3,Lean,9400000.0,59.0,63.8,66.6,81.0,68.8,54.67,33.33
15117,Gelson Dala,Jacinto Muondo Dala,07/13/96,22,175.26,64.9,21.13,"ST,CAM,RW,LW",ST,Angola,72,82,5000000.0,8000.0,Right,1,4,4,Lean,0.0,58.75,65.2,61.6,83.4,68.8,54.67,22.67
15118,Cristian Herrera,Cristian Ignacio Herrera Pérez,03/13/91,27,187.96,84.8,24.0,"ST,LM,CAM",ST,Spain,72,73,3600000.0,8000.0,Left,1,2,3,Normal,6100000.0,64.0,68.0,67.2,60.6,72.6,60.67,39.0
15119,Djalma,Djalma Braume Manuel Abel Campos,05/30/87,31,152.4,78.0,33.58,"RM,LM",RM,Angola,72,72,2700000.0,11000.0,Right,2,3,3,Stocky,5500000.0,66.25,65.2,70.2,76.0,72.6,63.33,42.0
15120,C. Fai,Ngoran Suiru Fai Collins,08/13/92,26,167.64,72.1,25.66,"RB,LB",RB,Cameroon,72,74,3100000.0,10000.0,Right,1,4,3,Stocky,4900000.0,44.25,44.2,48.8,84.4,64.2,60.67,71.67
15121,A. Tettey,Alexander Banor Tettey,04/04/86,32,154.94,68.0,28.33,CDM,CDM,Norway,72,72,1800000.0,19000.0,Right,1,3,2,Normal,3400000.0,56.5,62.4,58.4,68.8,77.0,64.67,71.0
